DTWAT6QK,0,http://www.wikidata.org/entity/Q8054
DTWAT6QK,2,http://www.wikidata.org/entity/Q7187
ZVXL71YI,0,http://www.wikidata.org/entity/Q8054
ZVXL71YI,2,http://www.wikidata.org/entity/Q7187
ZVXL71YI,3,http://www.wikidata.org/entity/Q11173
YLSE3F5H,0,http://www.wikidata.org/entity/Q7187
YLSE3F5H,1,http://www.wikidata.org/entity/Q37748
AQRRDDX4,0,http://www.wikidata.org/entity/Q7187
AQRRDDX4,1,http://www.wikidata.org/entity/Q37748
8GXR654P,0,http://www.wikidata.org/entity/Q7187
8GXR654P,1,http://www.wikidata.org/entity/Q37748
L2NFO494,0,http://www.wikidata.org/entity/Q7187
L2NFO494,1,http://www.wikidata.org/entity/Q37748
XI5424YZ,0,http://www.wikidata.org/entity/Q7187
XI5424YZ,1,http://www.wikidata.org/entity/Q37748
M8ZR2FPN,0,http://www.wikidata.org/entity/Q7187
M8ZR2FPN,1,http://www.wikidata.org/entity/Q7187
M8ZR2FPN,2,http://www.wikidata.org/entity/Q12136
4B1GJLSN,0,http://www.wikidata.org/entity/Q7187
4B1GJLSN,1,http://www.wikidata.org/entity/Q7187
4B1GJLSN,2,http://www.wikidata.org/entity/Q12136
E02EDD05,0,http://www.wikidata.org/entity/Q7187
E02EDD05,1,http://www.wikidata.org/entity/Q7187
E02EDD05,2,http://www.wikidata.org/entity/Q12136
N6HGUVIJ,0,http://www.wikidata.org/entity/Q7187
N6HGUVIJ,1,http://www.wikidata.org/entity/Q7187
N6HGUVIJ,2,http://www.wikidata.org/entity/Q12136
3MQ7IT3G,0,http://www.wikidata.org/entity/Q7187
3MQ7IT3G,2,http://www.wikidata.org/entity/Q2996394
WKDRXIGC,0,http://www.wikidata.org/entity/Q7187
WKDRXIGC,1,http://www.wikidata.org/entity/Q5058355
PNRJ3I2M,0,http://www.wikidata.org/entity/Q12136
WEMTI4U7,0,http://www.wikidata.org/entity/Q12136
I24JCB76,0,http://www.wikidata.org/entity/Q12136
MQHMLU2B,0,http://www.wikidata.org/entity/Q12136
GE958EIH,0,http://www.wikidata.org/entity/Q12140
7XVEWDHG,0,http://www.wikidata.org/entity/Q12140
OF3DIONL,0,http://www.wikidata.org/entity/Q12140
FJ6IZAGM,0,http://www.wikidata.org/entity/Q12140
FJ6IZAGM,2,http://www.wikidata.org/entity/Q11344
FVRBAOU9,0,http://www.wikidata.org/entity/Q30612
FVRBAOU9,3,http://www.wikidata.org/entity/Q12140
4RBZR30S,0,http://www.wikidata.org/entity/Q30612
4RBZR30S,2,http://www.wikidata.org/entity/Q12136
MS68S6OX,0,http://www.wikidata.org/entity/Q30612
MS68S6OX,2,http://www.wikidata.org/entity/Q12136
61Q74GUH,0,http://www.wikidata.org/entity/Q30612
61Q74GUH,2,http://www.wikidata.org/entity/Q12136
6UREB4EJ,0,http://www.wikidata.org/entity/Q30612
6UREB4EJ,2,http://www.wikidata.org/entity/Q12136
AABG0C8A,0,http://www.wikidata.org/entity/Q134856
AABG0C8A,2,http://www.wikidata.org/entity/Q12136
V1MLK9TP,0,http://www.wikidata.org/entity/Q200779
V1MLK9TP,2,http://www.wikidata.org/entity/Q7187
XIL86R61,0,http://www.wikidata.org/entity/Q277338
XIL86R61,1,http://www.wikidata.org/entity/Q37748
XIL86R61,4,http://www.wikidata.org/entity/Q8054
XIL86R61,6,http://www.wikidata.org/entity/Q16521
L4HZ1ZOK,0,http://www.wikidata.org/entity/Q708176
L4HZ1ZOK,1,http://www.wikidata.org/entity/Q930752
E9DCUMM2,0,http://www.wikidata.org/entity/Q929833
E9DCUMM2,1,http://www.wikidata.org/entity/Q930752
F40WSTOZ,0,http://www.wikidata.org/entity/Q929833
HFOA410A,0,http://www.wikidata.org/entity/Q3311537
HFOA410A,1,http://www.wikidata.org/entity/Q7187
3XS3Q318,0,http://www.wikidata.org/entity/Q3311537
3XS3Q318,1,http://www.wikidata.org/entity/Q7187
MT7GAOG6,0,http://www.wikidata.org/entity/Q4915012
MT7GAOG6,2,http://www.wikidata.org/entity/Q12136
6FJO0SHP,0,http://www.wikidata.org/entity/Q4915012
6FJO0SHP,2,http://www.wikidata.org/entity/Q12136
7QUE5XLF,0,http://www.wikidata.org/entity/Q15304597
7QUE5XLF,2,http://www.wikidata.org/entity/Q7187
7QUE5XLF,3,http://www.wikidata.org/entity/Q37748
09JYR2PD,0,http://www.wikidata.org/entity/Q18123741
O54MRTYW,0,http://www.wikidata.org/entity/Q18123741
O54MRTYW,1,http://www.wikidata.org/entity/Q930752
OIVY0LAW,0,http://www.wikidata.org/entity/Q18123741
OIVY0LAW,1,http://www.wikidata.org/entity/Q930752
YY51Z3LY,0,http://www.wikidata.org/entity/Q18123741
YY51Z3LY,1,http://www.wikidata.org/entity/Q930752
BVV82N5B,0,http://www.wikidata.org/entity/Q27429979
BVV82N5B,2,http://www.wikidata.org/entity/Q7187
BVV82N5B,3,http://www.wikidata.org/entity/Q37748
AV1MZ4ZK,0,http://www.wikidata.org/entity/Q27429979
AV1MZ4ZK,1,http://www.wikidata.org/entity/Q11173
AV1MZ4ZK,2,http://www.wikidata.org/entity/Q7187
AV1MZ4ZK,3,http://www.wikidata.org/entity/Q37748
779ATGSV,0,http://www.wikidata.org/entity/Q28419128
779ATGSV,1,http://www.wikidata.org/entity/Q11173
779ATGSV,2,http://www.wikidata.org/entity/Q7187
779ATGSV,3,http://www.wikidata.org/entity/Q11173
779ATGSV,4,http://www.wikidata.org/entity/Q37748
5Y26A605,0,http://www.wikidata.org/entity/Q42303753
5Y26A605,1,http://www.wikidata.org/entity/Q7187
5Y26A605,4,http://www.wikidata.org/entity/Q930752
YZPEH2QC,0,http://www.wikidata.org/entity/Q55789477
YZPEH2QC,2,http://www.wikidata.org/entity/Q930752
YZPEH2QC,3,http://www.wikidata.org/entity/Q7187
P7AG5V6C,0,http://www.wikidata.org/entity/Q12140
HIFECYUR,0,http://www.wikidata.org/entity/Q18123741
IUVV79LP,0,http://www.wikidata.org/entity/Q12140
3W4Z4171,0,http://www.wikidata.org/entity/Q18123741
