0	0	Q30225430
0	1	Q14907110
0	2	Q1128440
1	0	Q30230817
1	1	Q14821011
1	2	Q12174
2	0	Q30230820
2	1	Q3307805
2	2	Q12078
3	0	Q30230897
3	1	Q4652205
3	2	Q8277
4	0	Q44011216
4	1	Q209727
4	2	Q12174
5	0	Q30230843
5	1	Q7946718
5	2	Q12078
6	0	Q30230842
6	1	Q4650095
6	2	Q12078
7	0	Q30225533
7	1	Q715317
7	2	Q18556224
8	0	Q30230734
8	1	Q177094
8	2	Q729735
9	0	Q30225572
9	1	Q5408696
9	2	Q190805
10	0	Q30230729
10	1	Q5398950
10	2	Q12078
11	0	Q30230893
11	1	Q132621
11	2	Q389735
12	0	Q30230883
12	1	Q18031651
12	2	Q188874
13	0	Q30230885
13	1	Q14884140
13	2	Q172341
14	0	Q30225384
14	1	Q153
14	2	Q1143025
15	0	Q30225382
15	1	Q80863
15	2	Q271993
16	0	Q30225385
16	1	Q5009957
16	2	Q12078
17	0	Q30230781
17	1	Q422627
17	2	Q1476525
18	0	Q30230736
18	1	Q18030638
18	2	Q1148337
19	0	Q30230768
19	1	Q81225
19	2	Q752216
