0	0	Q61862251
0	1	Q309331
0	2	Q33525
0	3	Q664846
1	0	Q61700075
1	1	Q245247
1	2	Q29496
1	3	Q223429
2	0	Q61865460
2	1	Q30297090
2	2	Q40878
2	3	Q1067471
3	0	Q61864929
3	1	Q29052
3	2	Q32446
3	3	Q30283105
4	0	Q61864694
4	1	Q29052
4	2	Q200741
4	3	Q4732351
5	0	Q61707493
5	1	Q49210
5	2	Q844935
5	3	Q3100195
6	0	Q61862270
6	1	Q39988
6	2	Q2453464
6	3	Q842947
7	0	Q61862245
7	1	Q39988
7	2	Q2453464
7	3	Q842947
8	0	Q61862177
8	1	Q49117
8	2	Q467635
8	3	Q842947
9	0	Q61862227
9	1	Q49115
9	2	Q467635
9	3	Q842947
10	0	Q61862174
10	1	Q127773
10	2	Q29496
10	3	Q842947
11	0	Q61862214
11	1	Q126412
11	2	Q29496
11	3	Q842947
12	0	Q61862232
12	1	Q39988
12	2	Q29496
12	3	Q842947
13	0	Q61862239
13	1	Q49088
13	2	Q1898141
13	3	Q664846
14	0	Q61865134
14	1	Q126412
14	2	Q1076389
14	3	Q664846
15	0	Q61862236
15	1	Q49112
15	2	Q208414
15	3	Q664846
16	0	Q61865365
16	1	Q49088
16	2	Q177755
16	3	Q664846
17	1	Q49110
17	2	Q33525
17	3	Q664846
18	0	Q61862248
18	1	Q39988
18	2	Q62736
18	3	Q206921
19	0	Q61864779
19	1	Q22033932
19	2	Q467635
19	3	Q4732351
