0	0	Q18045327
0	1	Q18247915
0	2	Q8277
0	3	Q20747295
1	0	Q18030938
1	1	Q24368425
1	2	Q12174
1	3	Q20747295
2	0	Q18033112
2	1	Q18270862
2	2	Q12174
2	3	Q20747295
3	0	Q18032648
3	1	Q18269898
3	2	Q12174
3	3	Q20747295
4	0	Q18031100
4	1	Q18265314
4	2	Q12174
4	3	Q20747295
5	0	Q18030571
5	1	Q18262540
5	2	Q12174
5	3	Q20747295
6	0	Q18031117
6	1	Q18255637
6	2	Q12174
6	3	Q20747295
7	0	Q18030799
7	1	Q18255591
7	2	Q12174
7	3	Q20747295
8	0	Q18033169
8	1	Q18255248
8	2	Q12174
8	3	Q20747295
9	0	Q18032199
9	1	Q18255142
9	2	Q12174
9	3	Q20747295
10	0	Q18032024
10	1	Q18255035
10	2	Q12174
10	3	Q20747295
11	0	Q18031996
11	1	Q18255006
11	2	Q12174
11	3	Q20747295
12	0	Q18031953
12	1	Q18254838
12	2	Q12174
12	3	Q20747295
13	0	Q18031809
13	1	Q18254440
13	2	Q12174
13	3	Q20747295
14	0	Q18031692
14	1	Q18254300
14	2	Q12174
14	3	Q20747295
15	0	Q18031635
15	1	Q18254222
15	2	Q12174
15	3	Q20747295
16	0	Q18031587
16	1	Q18254171
16	2	Q12174
16	3	Q20747295
17	0	Q18031549
17	1	Q18254165
17	2	Q12174
17	3	Q20747295
18	0	Q18031341
18	1	Q18253897
18	2	Q12174
18	3	Q20747295
19	0	Q18031334
19	1	Q18253881
19	2	Q12174
19	3	Q20747295
