0	0	Q4682275
0	1	Q18247611
0	2	Q12174
0	3	Q20747295
1	0	Q4649948
1	1	Q18204234
1	2	Q12174
1	3	Q20747295
2	0	Q14908063
2	1	Q14908064
2	2	Q12174
2	3	Q20747295
3	0	Q14907990
3	1	Q14907991
3	2	Q12174
3	3	Q20747295
4	0	Q14907739
4	1	Q14907740
4	2	Q12174
4	3	Q20747295
5	0	Q14907479
5	1	Q14907480
5	2	Q12174
5	3	Q20747295
6	0	Q14906427
6	1	Q14906434
6	2	Q12174
6	3	Q20747295
7	0	Q14905674
7	1	Q14905675
7	2	Q12174
7	3	Q20747295
8	0	Q14902484
8	1	Q14902485
8	2	Q12174
8	3	Q20747295
9	0	Q14902310
9	1	Q14902311
9	2	Q12174
9	3	Q20747295
10	0	Q14882921
10	1	Q14882922
10	2	Q12174
10	3	Q20747295
11	0	Q14881694
11	1	Q14881695
11	2	Q12174
11	3	Q20747295
12	0	Q14878336
12	1	Q14878337
12	2	Q12174
12	3	Q20747295
13	0	Q14877701
13	1	Q14877708
13	2	Q12174
13	3	Q20747295
14	0	Q14865077
14	1	Q14865078
14	2	Q12174
14	3	Q20747295
15	0	Q14864434
15	1	Q14864435
15	2	Q12174
15	3	Q20747295
16	0	Q14903153
16	1	Q976767
16	2	Q12174
16	3	Q20747295
17	0	Q14839826
17	1	Q14839892
17	2	Q12156
17	3	Q20747295
18	0	Q14863330
18	1	Q14863331
18	2	Q12174
18	3	Q420457
19	0	Q17859830
19	1	Q29782671
19	2	Q12174
19	3	Q20747295
