0	0	Q183560
0	1	Q7867
0	2	Q860740
1	0	Q144119
1	1	Q7867
1	2	Q845787
2	0	Q202387
2	1	Q7867
2	2	Q424221
3	0	Q584560
3	1	Q3872
3	2	Q395931
4	0	Q105434
4	1	Q7867
4	2	Q134003
5	0	Q181923
5	1	Q7867
5	2	Q38404
6	0	Q170082
6	1	Q7867
6	2	Q18657
7	0	Q118418
7	1	Q7867
7	2	Q18657
8	0	Q41112
8	1	Q7867
8	2	Q18657
9	0	Q161790
9	1	Q7867
9	2	Q11081
10	0	Q213600
10	1	Q3872
10	2	Q11072
11	0	Q212021
11	1	Q9418
12	0	Q184674
12	1	Q9418
12	2	Q3149465
13	0	Q318005
13	1	Q9418
13	2	Q1426443
14	0	Q231578
14	1	Q9418
14	2	Q178190
15	0	Q320719
15	1	Q9418
15	2	Q21109
16	0	Q270673
16	1	Q9418
16	2	Q18657
17	0	Q1869874
17	1	Q9418
17	2	Q11072
18	0	Q2836
18	1	Q3872
18	2	Q16526687
19	0	Q208166
19	1	Q7867
19	2	Q320719
