0	0	Q30225489
0	1	Q17816452
0	2	Q11081
1	0	Q29883401
1	1	Q18035898
1	2	Q12078
2	0	Q30225429
2	1	Q7391779
2	2	Q826522
3	0	Q30225424
3	1	Q14903573
3	2	Q217519
4	0	Q30225419
4	1	Q18032368
4	2	Q212961
5	0	Q30225428
5	1	Q282418
5	2	Q12078
6	0	Q44017772
6	1	Q210021
6	2	Q2823333
7	0	Q44017827
7	1	Q7118820
7	2	Q703961
8	0	Q44017754
8	1	Q18028978
8	2	Q181257
9	0	Q44015288
9	1	Q173670
9	2	Q83030
10	0	Q30225477
10	1	Q17710494
10	2	Q41861
11	0	Q30225413
11	1	Q15326910
11	2	Q389735
12	0	Q30225414
12	1	Q14860072
12	2	Q200779
13	0	Q30230829
13	1	Q2738985
13	2	Q179399
14	0	Q30225416
14	1	Q210021
14	2	Q134859
15	0	Q30225452
15	1	Q3270742
15	2	Q18556697
16	0	Q30225450
16	1	Q3083814
16	2	Q172341
17	0	Q30225405
17	1	Q227339
17	2	Q18556521
18	0	Q30225397
18	1	Q417169
18	2	Q32446
19	0	Q30225431
19	1	Q907024
19	2	Q1928978
