0	0	Q2521094
0	1	Q1886097
0	2	Q14916234
0	3	Q407841
1	0	Q5500223
1	1	Q24781050
1	2	Q18026432
1	3	Q407796
2	0	Q5500227
2	1	Q24781050
2	2	Q18026426
2	3	Q407796
3	0	Q408572
3	1	Q24776769
3	2	Q14907850
3	3	Q407781
4	0	Q906403
4	1	Q24726164
4	2	Q18030782
4	3	Q407699
5	0	Q7671469
5	1	Q304043
5	2	Q14914578
5	3	Q407699
6	0	Q5500222
6	1	Q24770516
6	2	Q18026423
6	3	Q407426
7	0	Q1084878
7	1	Q24768526
7	2	Q20970208
7	3	Q407329
8	0	Q409867
8	1	Q422500
8	2	Q14905074
8	3	Q407241
9	0	Q7118491
9	1	Q24771060
9	2	Q14908260
9	3	Q393339
10	0	Q5323823
10	1	Q24740044
10	2	Q14880807
10	3	Q393339
11	0	Q1500004
11	1	Q2539644
11	2	Q14905078
11	3	Q386441
12	0	Q2663095
12	1	Q24742015
12	2	Q14877410
12	3	Q385370
13	0	Q21107885
13	1	Q354550
13	2	Q18033991
13	3	Q189522
14	0	Q21102075
14	1	Q4222244
14	2	Q17709197
14	3	Q186969
15	0	Q4897175
15	1	Q24770190
15	2	Q17815528
15	3	Q186242
16	0	Q4734891
16	1	Q24726750
16	2	Q17710555
16	3	Q186242
17	1	Q24786304
17	2	Q17710538
17	3	Q186242
18	0	Q4734892
18	1	Q24786565
18	2	Q17710525
18	3	Q186242
19	0	Q4734884
19	1	Q24786381
19	2	Q17710494
19	3	Q186242
