0	0	Q1774750
0	1	Q1071953
0	2	Q7138441
1	0	Q1476789
1	1	Q1071953
1	2	Q6758201
2	0	Q1425572
2	1	Q1071953
2	2	Q5493754
3	0	Q201989
3	1	Q788926
3	2	Q17103401
4	0	Q191672
4	1	Q788926
4	2	Q7440153
5	0	Q681970
5	1	Q788926
5	2	Q235215
6	0	Q217519
6	1	Q788926
6	2	Q42005
7	0	Q431643
7	1	Q1071953
7	2	Q60589325
8	0	Q457737
8	1	Q1071953
8	2	Q21154047
9	0	Q3099702
9	1	Q2861470
9	2	Q1569702
10	0	Q68854
10	1	Q2861470
10	2	Q2454710
11	0	Q16956975
11	1	Q2138622
11	2	Q1949814
12	0	Q720523
12	1	Q1221899
12	2	Q662298
13	0	Q1367304
13	1	Q1423517
13	2	Q460591
14	0	Q133780
14	1	Q788926
14	2	Q42005
15	0	Q41478
15	1	Q932510
15	2	Q4770165
16	0	Q18555290
16	1	Q788926
16	2	Q842428
17	0	Q2085267
17	1	Q189553
17	2	Q1194557
18	0	Q460591
18	1	Q628764
18	2	Q1367304
19	0	Q205764
19	1	Q1221899
19	2	Q1340734
