0	0	Q18027570
0	1	Q138955
0	2	Q22809680
1	0	Q18027345
1	1	Q138955
1	2	Q22809680
2	0	Q18026605
2	1	Q138955
2	2	Q22809680
3	0	Q18024871
3	1	Q138955
3	2	Q22809680
4	0	Q18016454
4	1	Q138955
4	2	Q22809680
5	0	Q17928925
5	1	Q138955
5	2	Q22809680
6	0	Q17928632
6	1	Q138955
6	2	Q22809680
7	0	Q17916684
7	1	Q138955
7	2	Q22809680
8	0	Q17916091
8	1	Q138955
8	2	Q22809680
9	0	Q17916080
9	1	Q138955
9	2	Q22809680
10	0	Q17914038
10	1	Q138955
10	2	Q22809680
11	0	Q17914013
11	1	Q138955
11	2	Q22809680
12	0	Q17914006
12	1	Q138955
12	2	Q22809680
13	0	Q17913983
13	1	Q138955
13	2	Q22809680
14	0	Q17909782
14	1	Q138955
14	2	Q22809680
15	0	Q17909779
15	1	Q138955
15	2	Q22809680
16	0	Q17860603
16	1	Q138955
16	2	Q22809680
17	0	Q17855536
17	1	Q138955
17	2	Q22809680
18	0	Q17855525
18	1	Q138955
18	2	Q22809680
19	0	Q17847202
19	1	Q138955
19	2	Q22809680
