0	0	Q1076086
0	1	Q327657
0	2	Q4941552
1	0	Q187656
1	1	Q327657
1	2	Q2208472
2	0	Q18558213
2	1	Q327657
2	2	Q708176
3	0	Q7144437
3	1	Q327657
3	2	Q708176
4	0	Q2651722
4	1	Q327657
4	2	Q708176
5	0	Q1642040
5	1	Q327657
5	2	Q708176
6	0	Q1499629
6	1	Q327657
6	2	Q708176
7	0	Q938793
7	1	Q327657
7	2	Q708176
8	0	Q170990
8	1	Q327657
8	2	Q708176
9	0	Q1660341
9	1	Q216685
9	2	Q708176
10	0	Q517202
10	1	Q327657
10	2	Q637816
11	0	Q19001412
11	1	Q327657
11	2	Q538432
12	0	Q1505689
12	1	Q2678675
12	2	Q499574
13	1	Q120569
13	2	Q200779
14	0	Q1404470
14	1	Q327657
14	2	Q179630
15	0	Q924421
15	1	Q788926
15	2	Q170990
16	0	Q3899850
16	1	Q327657
16	2	Q170990
17	0	Q2312030
17	1	Q327657
17	2	Q170990
18	0	Q1327700
18	1	Q327657
18	2	Q170990
19	0	Q1274464
19	1	Q327657
19	2	Q170990
