0	0	Q45024802
0	1	Q316572
0	2	Q421108
1	0	Q12831520
1	1	Q2657718
1	2	Q623
2	0	Q121874
2	1	Q4091875
2	2	Q703
3	0	Q2314
3	1	Q602358
3	2	Q658
4	0	Q7739
4	1	Q602358
4	2	Q629
5	0	Q60168
5	1	Q17329836
5	2	Q623
6	0	Q178450
6	1	Q2657718
6	2	Q623
7	0	Q174723
7	1	Q2657718
7	2	Q623
8	0	Q170545
8	1	Q2657718
8	2	Q623
9	0	Q116907
9	1	Q2657718
9	2	Q623
10	0	Q83187
10	1	Q2657718
10	2	Q623
11	0	Q41576
11	1	Q2657718
11	2	Q623
12	0	Q26963
12	1	Q2657718
12	2	Q623
13	0	Q23767
13	1	Q2657718
13	2	Q623
14	0	Q55434
14	1	Q316572
14	2	Q623
15	0	Q23118
15	1	Q316572
15	2	Q623
16	0	Q179731
16	1	Q2657718
16	2	Q556
17	0	Q71969
17	1	Q2657718
17	2	Q556
18	0	Q15277
18	1	Q2657718
18	2	Q556
19	0	Q60235
19	1	Q2041543
19	2	Q556
