0	0	Q420387
0	1	Q421559
0	2	Q2076966
1	0	Q416554
1	1	Q50430113
1	2	Q1209744
2	0	Q421091
2	1	Q1328275
2	2	Q187440
3	0	Q423439
3	1	Q954845
3	2	Q184559
4	0	Q417942
4	1	Q954845
4	2	Q184559
5	0	Q423075
5	1	Q1328275
5	2	Q183344
6	0	Q417296
6	1	Q17173047
6	2	Q49970
7	0	Q421119
7	1	Q288280
7	2	Q41861
8	0	Q421663
8	1	Q427492
8	2	Q41571
9	0	Q416427
9	1	Q50349184
9	2	Q35869
10	0	Q412677
10	1	Q954845
10	2	Q1827605
11	0	Q181354
11	1	Q183206
11	2	Q1758393
12	0	Q412050
12	1	Q575890
12	2	Q1128595
13	0	Q47512
13	1	Q50377175
13	2	Q680873
14	0	Q238474
14	1	Q18388377
14	2	Q422225
15	0	Q415159
15	1	Q954845
15	2	Q184559
16	0	Q415122
16	1	Q1328275
16	2	Q114085
17	0	Q201928
17	1	Q12187
17	2	Q101896
18	0	Q29417
18	1	Q445580
18	2	Q79928
19	0	Q352348
19	1	Q188724
19	2	Q79928
