0	0	Q15325101
0	1	Q138955
0	2	Q22809711
1	0	Q15311830
1	1	Q138955
1	2	Q22809711
2	0	Q14916168
2	1	Q138955
2	2	Q22809711
3	0	Q14906548
3	1	Q138955
3	2	Q22809711
4	0	Q14905422
4	1	Q138955
4	2	Q22809711
5	0	Q14876107
5	1	Q138955
5	2	Q22809711
6	0	Q14860763
6	1	Q138955
6	2	Q22809711
7	0	Q14860537
7	1	Q138955
7	2	Q22809711
8	0	Q7946718
8	1	Q138955
8	2	Q22809711
9	0	Q5011619
9	1	Q138955
9	2	Q22809711
10	0	Q4676901
10	1	Q138955
10	2	Q22809711
11	0	Q1521828
11	1	Q138955
11	2	Q22809711
12	0	Q1521496
12	1	Q138955
12	2	Q22809711
13	0	Q418553
13	1	Q138955
13	2	Q22809711
14	0	Q18029091
14	1	Q138955
14	2	Q22809680
15	0	Q18029079
15	1	Q138955
15	2	Q22809680
16	0	Q18028880
16	1	Q138955
16	2	Q22809680
17	0	Q18028529
17	1	Q138955
17	2	Q22809680
18	0	Q18028418
18	1	Q138955
18	2	Q22809680
19	0	Q18028325
19	1	Q138955
19	2	Q22809680
