0	0	Q9182808
0	1	Q14914453
0	2	Q55788810
1	0	Q17539935
1	1	Q18047459
1	2	Q55788734
2	0	Q6737634
2	1	Q18034562
2	2	Q55787012
3	0	Q17538998
3	1	Q14864844
3	2	Q55786006
4	0	Q18020927
4	1	Q18041033
4	2	Q55785843
5	0	Q5432945
5	1	Q20970208
5	2	Q53661802
6	0	Q6523439
6	1	Q18032787
6	2	Q29982037
7	0	Q1394711
7	1	Q18034331
7	2	Q23893414
8	0	Q11695513
8	1	Q15324120
8	2	Q19309317
9	0	Q8041561
9	1	Q17832136
9	2	Q18987139
10	0	Q1440027
10	1	Q17917742
10	2	Q18966109
11	0	Q1640810
11	1	Q14913011
11	2	Q18555244
12	0	Q1609733
12	1	Q18048901
12	2	Q18553423
13	0	Q11838430
13	1	Q18029745
13	2	Q18553375
14	0	Q18411789
14	1	Q18033520
14	2	Q8041560
15	0	Q21051307
15	1	Q5477662
15	2	Q8041560
16	0	Q7260026
16	1	Q18046294
16	2	Q7128426
17	0	Q17042115
17	1	Q14904154
17	2	Q6934911
18	0	Q1325512
18	1	Q18031595
18	2	Q6743515
19	0	Q2753372
19	1	Q18030033
19	2	Q4420146
