0	0	Q14912399
0	1	Q14912400
0	2	Q264118
0	3	Q20747295
1	0	Q14914358
1	1	Q14914359
1	2	Q259765
1	3	Q20747295
2	0	Q18028853
2	1	Q18252197
2	2	Q250449
2	3	Q20747295
3	0	Q17861955
3	1	Q18248323
3	2	Q250354
3	3	Q20747295
4	0	Q18026554
4	1	Q18272878
4	2	Q222634
4	3	Q20747295
5	0	Q17928393
5	1	Q18250591
5	2	Q222634
5	3	Q20747295
6	0	Q14903748
6	1	Q14903749
6	2	Q222634
6	3	Q20747295
7	0	Q14890118
7	1	Q14890119
7	2	Q222634
7	3	Q20747295
8	0	Q14911829
8	1	Q14911830
8	2	Q213098
8	3	Q20747295
9	0	Q17912763
9	1	Q18263850
9	2	Q212961
9	3	Q20747295
10	0	Q18026631
10	1	Q18251020
10	2	Q212961
10	3	Q20747295
11	0	Q18026489
11	1	Q18250965
11	2	Q212961
11	3	Q20747295
12	0	Q17914420
12	1	Q18250233
12	2	Q212961
12	3	Q20747295
13	0	Q17912301
13	1	Q18248651
13	2	Q212961
13	3	Q20747295
14	0	Q17848412
14	1	Q18247970
14	2	Q212961
14	3	Q20747295
15	0	Q17836876
15	1	Q18247914
15	2	Q212961
15	3	Q20747295
16	0	Q15312697
16	1	Q15312701
16	2	Q212961
16	3	Q20747295
17	0	Q14864255
17	1	Q14864256
17	2	Q212961
17	3	Q20747295
18	0	Q18025464
18	1	Q18250752
18	2	Q209369
18	3	Q20747295
19	0	Q14878303
19	1	Q14878304
19	2	Q209369
19	3	Q20747295
