0	0	Q7847568
0	1	Q80015
0	2	Q16674976
1	0	Q4420121
1	1	Q105650
1	2	Q56014276
2	0	Q5493754
2	1	Q105650
2	2	Q1425572
3	0	Q7107615
3	1	Q162555
3	2	Q7168708
4	0	Q625506
4	1	Q123028
4	2	Q8452
5	0	Q1146454
5	1	Q105650
5	2	Q1035319
6	0	Q778502
6	1	Q105650
6	2	Q536554
7	0	Q5464172
7	1	Q83042
7	2	Q18816398
8	0	Q1047559
8	1	Q103824
8	2	Q5659619
9	0	Q5142470
9	1	Q10379
9	2	Q1053824
10	0	Q12252367
10	1	Q10379
10	2	Q184559
11	0	Q134003
11	1	Q103824
11	2	Q105434
12	0	Q28914244
12	1	Q7867
12	2	Q1229994
13	0	Q184559
13	1	Q10379
13	2	Q12252367
14	0	Q1053824
14	1	Q10379
14	2	Q5142470
15	0	Q1035226
15	1	Q10379
15	2	Q3281266
16	0	Q12135
16	1	Q7867
16	2	Q7101840
17	0	Q182413
17	1	Q7867
17	2	Q3378593
18	0	Q567576
18	1	Q3872
18	2	Q2852294
19	0	Q303555
19	1	Q7867
19	2	Q2275677
