0	0	Q525642
0	1	Q18031845
0	2	Q4762867
0	3	Q16918398
0	4	Q1071953
1	0	Q208562
1	1	Q17927651
1	2	Q586765
1	3	Q1779300
1	4	Q1071953
2	0	Q366964
2	1	Q7121037
2	2	Q436039
2	3	Q1821559
2	4	Q162606
3	0	Q221472
3	1	Q14882338
3	2	Q1309408
3	3	Q7113674
3	4	Q83042
4	0	Q1755568
4	1	Q18028670
4	2	Q68069
4	3	Q1233526
4	4	Q1071953
5	0	Q1544408
5	1	Q18030183
5	2	Q19281940
5	3	Q929737
5	4	Q1071953
6	0	Q1886238
6	1	Q18026236
6	2	Q2129570
6	3	Q748376
6	4	Q1071953
7	0	Q779250
7	1	Q14911644
7	2	Q2875373
7	3	Q378183
7	4	Q1071953
8	0	Q1543446
8	1	Q14905494
8	2	Q6120170
8	3	Q179630
8	4	Q1071953
9	0	Q1538227
9	1	Q18032310
9	2	Q199701
9	3	Q179630
9	4	Q1071953
10	0	Q845779
10	1	Q17927056
10	2	Q123927
10	3	Q5160440
10	4	Q103824
11	0	Q1479494
11	1	Q18040451
11	2	Q1371887
11	3	Q1553850
11	4	Q103824
12	0	Q2295338
12	1	Q18035659
12	2	Q7273611
12	3	Q16918398
12	4	Q83042
13	0	Q1947307
13	1	Q18030421
13	2	Q90083
13	3	Q4866181
13	4	Q83042
14	0	Q1995327
14	1	Q14873015
14	2	Q1262614
14	3	Q580290
14	4	Q83042
15	0	Q1636310
15	1	Q18026515
15	2	Q5487713
15	3	Q18553414
15	4	Q7867
16	0	Q911427
16	1	Q14864464
16	2	Q936634
16	3	Q644318
16	4	Q101929
17	0	Q914389
17	1	Q14908096
17	2	Q5341546
17	4	Q83042
18	0	Q776881
18	1	Q14904154
18	2	Q369668
18	3	Q18553439
18	4	Q1071953
19	0	Q535364
19	1	Q14878336
19	2	Q705052
19	3	Q55785627
19	4	Q83042
