0	0	Q11081
0	1	Q83042
0	2	Q30141302
1	0	Q205214
1	1	Q83042
1	2	Q21756893
2	0	Q332293
2	1	Q83042
2	2	Q8038367
3	0	Q387082
3	1	Q83042
3	2	Q7799616
4	0	Q246002
4	1	Q1071953
4	2	Q1811141
5	0	Q189561
5	1	Q83042
5	2	Q944473
6	0	Q191779
6	1	Q83042
6	2	Q738538
7	0	Q208562
7	1	Q1071953
7	2	Q164218
8	0	Q117121
8	1	Q162606
8	2	Q133244
9	0	Q11085
9	1	Q83042
9	2	Q117060
10	0	Q133087
10	1	Q327657
10	2	Q109186
11	0	Q190564
11	1	Q83042
11	2	Q83030
12	0	Q127724
12	1	Q161437
12	2	Q72759
13	0	Q203601
13	1	Q203337
13	2	Q9690
14	0	Q47912
14	1	Q162555
14	2	Q9690
15	0	Q1472
15	1	Q120569
15	2	Q9690
16	0	Q558077
16	1	Q123028
16	2	Q16874615
17	0	Q525642
17	1	Q1071953
17	2	Q7799616
18	0	Q506433
18	1	Q162606
18	2	Q5445966
19	0	Q632228
19	1	Q327657
19	2	Q4676384
