0	0	Q1347729
0	1	Q18029747
0	2	Q3843790
1	0	Q3042143
1	1	Q17928815
1	2	Q3281416
2	0	Q928767
2	1	Q17911655
2	2	Q2452660
3	0	Q7202845
3	1	Q14877681
3	2	Q1787020
4	0	Q17540092
4	1	Q14914258
4	2	Q1691351
5	0	Q17082044
5	1	Q18025887
5	2	Q1497481
6	0	Q283108
6	1	Q14906040
6	2	Q1047559
7	0	Q1018534
7	1	Q15315873
7	2	Q929737
8	0	Q2308013
8	1	Q18031665
8	2	Q657516
9	0	Q18987133
9	1	Q18029465
9	2	Q548213
10	0	Q1781515
10	1	Q18046025
10	2	Q200779
11	0	Q1268671
11	1	Q18041271
11	2	Q200779
12	0	Q1532449
12	1	Q18041212
12	2	Q200779
13	0	Q11825217
13	1	Q18033472
13	2	Q200779
14	0	Q18411838
14	1	Q18032363
14	2	Q200779
15	0	Q17540795
15	1	Q18031834
15	2	Q200779
16	0	Q20828711
16	1	Q17928818
16	2	Q200779
17	0	Q17540023
17	1	Q17859787
17	2	Q179630
18	0	Q22965392
18	1	Q18034561
18	2	Q431643
19	0	Q22965397
19	1	Q18042596
19	2	Q356410
