0	0	Q176741
0	1	Q665258
0	3	Q1952649
0	4	Q38933
1	0	Q180266
1	3	Q131271
1	4	Q38933
2	0	Q156050
2	1	Q182672
2	3	Q313358
2	4	Q9690
3	0	Q155098
3	1	Q3493588
3	3	Q21065229
3	4	Q86
4	0	Q154882
4	1	Q2633267
4	3	Q147885
4	4	Q86
5	0	Q164818
5	1	Q18553247
5	3	Q133971
5	4	Q86
6	0	Q1359898
6	1	Q475510
6	3	Q134734
6	4	Q38933
7	0	Q720032
7	1	Q1928978
7	3	Q6974
7	4	Q38933
8	0	Q738292
8	1	Q576349
8	3	Q19838331
8	4	Q86
9	0	Q2845432
9	1	Q184243
9	3	Q5348629
9	4	Q86
10	0	Q797668
10	1	Q353172
10	3	Q797656
10	4	Q86
11	0	Q683861
11	1	Q156103
11	3	Q265488
11	4	Q86
12	0	Q201989
12	1	Q18553247
12	3	Q2723634
12	4	Q474959
13	0	Q243257
13	1	Q929451
13	3	Q15794049
13	4	Q38933
14	0	Q327298
14	1	Q727028
14	3	Q131029
14	4	Q38933
15	0	Q12195
15	1	Q945238
15	3	Q12438936
15	4	Q107231
16	0	Q12204
16	1	Q4293079
16	3	Q130971
16	4	Q35805
17	0	Q12156
17	1	Q353172
17	3	Q130948
17	4	Q5445
18	0	Q134859
18	1	Q18553248
18	3	Q137103
18	4	Q9690
19	0	Q83319
19	1	Q18553247
19	3	Q2264864
19	4	Q86
