0	0	Q587420
0	1	Q83042
0	2	Q1277793
1	0	Q620760
1	1	Q10379
1	2	Q633403
2	0	Q727436
2	1	Q162606
2	2	Q622527
3	0	Q746781
3	1	Q83042
3	2	Q415844
4	0	Q585011
4	1	Q1071953
4	2	Q378183
5	0	Q727008
5	1	Q1071953
5	2	Q224513
6	0	Q432396
6	1	Q161437
6	2	Q207855
7	0	Q531019
7	1	Q10379
7	2	Q180007
8	0	Q615645
8	1	Q162606
8	2	Q9690
9	0	Q3973817
9	1	Q103824
9	2	Q3973815
10	0	Q2033532
10	1	Q1071953
10	2	Q3889390
11	0	Q3358864
11	1	Q103824
11	2	Q3358860
12	0	Q2298020
12	1	Q103824
12	2	Q3358860
13	0	Q3508686
13	1	Q327657
13	2	Q378183
14	0	Q3508705
14	1	Q83042
14	2	Q180007
15	0	Q3079989
15	1	Q7162
15	2	Q12174
16	0	Q799615
16	1	Q162606
16	2	Q4976425
17	0	Q862872
17	1	Q7867
17	2	Q397554
18	0	Q937818
18	1	Q162606
18	2	Q276469
19	0	Q774483
19	1	Q162606
19	2	Q219223
