0	0	Q1760607
0	1	Q815753
0	2	Q81938
1	0	Q2264130
1	1	Q578994
1	2	Q40878
2	0	Q1359898
2	1	Q475510
2	2	Q38933
3	0	Q836356
3	1	Q3286546
3	2	Q35805
4	0	Q1992236
4	1	Q578994
4	2	Q29299
5	0	Q2583514
5	1	Q1928978
5	2	Q86
6	0	Q797668
6	1	Q353172
6	2	Q86
7	0	Q55790882
7	1	Q745865
7	2	Q7622511
8	0	Q243257
8	1	Q929451
8	2	Q38933
9	0	Q79054860
9	1	Q2633267
9	2	Q86
10	0	Q182155
10	1	Q1928978
10	2	Q86
11	0	Q164655
11	1	Q3504924
11	2	Q81938
12	0	Q180266
12	2	Q38933
13	0	Q327298
13	1	Q727028
13	2	Q38933
14	0	Q167178
14	1	Q337998
14	2	Q38933
15	0	Q156050
15	1	Q182672
15	2	Q9690
16	0	Q388646
16	1	Q2072680
16	2	Q127076
17	1	Q578994
17	2	Q5445
18	0	Q738292
18	1	Q576349
18	2	Q86
19	0	Q683861
19	1	Q156103
19	2	Q86
