0	0	Q1425572
0	1	Q590324
0	2	Q1071953
0	3	Q18046595
1	0	Q1415842
1	1	Q3041498
1	2	Q1071953
1	3	Q18029892
2	0	Q1693598
2	1	Q33525
2	2	Q162555
2	3	Q18028022
3	0	Q1886238
3	1	Q748376
3	2	Q1071953
3	3	Q18026236
4	0	Q2027515
4	1	Q16918398
4	2	Q1071953
4	3	Q18025464
5	0	Q1707822
5	1	Q7799748
5	2	Q162606
5	3	Q14907462
6	0	Q1587881
6	1	Q3281419
6	2	Q1071953
6	3	Q14890118
7	0	Q1274018
7	1	Q179630
7	2	Q1071953
7	3	Q14884140
8	0	Q954831
8	1	Q18556775
8	2	Q162555
8	3	Q18033785
9	0	Q385774
9	1	Q18553439
9	2	Q1071953
9	3	Q18031372
10	0	Q478891
10	1	Q524095
10	2	Q1071953
10	3	Q18026064
11	0	Q281115
11	1	Q727096
11	2	Q1071953
11	3	Q17816452
12	0	Q1023604
12	1	Q179630
12	2	Q1071953
12	3	Q15311448
13	0	Q827497
13	1	Q783644
13	2	Q162555
13	3	Q14911688
14	0	Q741315
14	1	Q460937
14	2	Q1071953
14	3	Q14905473
15	0	Q500695
15	1	Q2420648
15	2	Q162555
15	3	Q40108
16	0	Q3508625
16	1	Q179630
16	2	Q1071953
16	3	Q18056721
17	0	Q3508568
17	1	Q692077
17	2	Q1071953
17	3	Q18039859
18	0	Q3508578
18	2	Q1071953
18	3	Q18034064
19	0	Q3508782
19	1	Q56014249
19	2	Q1071953
19	3	Q17928815
